"Outcome","Week End","Age Group","Unvaccinated Rate","Vaccinated Rate","Boosted Rate","Crude Vaccinated Ratio","Crude Boosted Ratio","Age-Adjusted Unvaccinated Rate","Age-Adjusted Vaccinated Rate","Age-Adjusted Boosted Rate","Age-Adjusted Vaccinated Ratio","Age-Adjusted Boosted Ratio","Population Unvaccinated","Population Vaccinated","Population Boosted","Outcome Unvaccinated","Outcome Vaccinated","Outcome Boosted","Age Group Min","Age Group Max"
"Cases","07/30/2022","All","269.3","155.9","235.2","1.7","1.1","319.7","149.7","197.8","2.1","1.6","617,241","853,308","1,009,629","1,662","1,330","2,375","999","999"
"Deaths","09/23/2023","0-4","0.0","0.0",,,,,,,,,"162,642",,,"0","0",,"0","4"
"Hospitalizations","08/27/2022","30-49","10.4","5.4","4.3","1.9","2.4",,,,,,"125,403","276,779","345,420","13","15","15","30","49"
"Cases","10/14/2023","12-17","22.1","8.1","6.7","2.7","3.3",,,,,,"31,636","86,569","44,606","7","7","3","12","17"
"Deaths","11/19/2022","65-79","0.0","0.0","0.0",,,,,,,,"41,725","43,336","171,598","0","0","0","65","79"
"Hospitalizations","06/11/2022","65-79","29.9","25.5","9.0","1.2","3.3",,,,,,"46,831","47,037","166,138","14","12","15","65","79"
"Deaths","10/29/2022","12-17","0.0","0.0","0.0",,,,,,,,"34,446","85,966","44,479","0","0","0","12","17"
"Cases","05/27/2023","12-17","15.4","3.5","15.7","4.4","1.0",,,,,,"32,492","86,582","44,579","5","3","7","12","17"
"Hospitalizations","10/02/2021","All","12.7","3.1",,"4.1",,"18.4","2.4",,"7.8",,"1,009,399","1,510,653",,"128","47",,"999","999"
"Cases","06/24/2023","65-79","10.2","18.4","21.0","0.6","0.5",,,,,,"39,394","43,428","171,739","4","8","36","65","79"
"Deaths","10/14/2023","30-49","0.0","0.0","0.0",,,,,,,,"104,020","278,747","347,612","0","0","0","30","49"
"Deaths","08/13/2022","30-49","0.0","0.0","0.0",,,,,,,,"125,984","277,655","344,132","0","0","0","30","49"
"Deaths","05/15/2021","50-64","7.2","0.0",,,,,,,,,"139,168","218,624",,"10","0",,"50","64"
"Hospitalizations","12/24/2022","All","15.4","6.8","13.1","2.3","1.2","21.9","10.4","9.4","2.1","2.3","556,867","853,365","1,040,060","86","58","136","999","999"
"Deaths","04/08/2023","5-11","0.0","0.0","0.0",,,,,,,,"91,121","82,526","21,223","0","0","0","5","11"
"Deaths","02/26/2022","50-64","8.6","2.1","0.9","4.1","9.6",,,,,,"46,700","145,752","217,214","4","3","2","50","64"
"Hospitalizations","07/02/2022","All","12.7","5.8","9.3","2.2","1.4","16.0","7.3","6.4","2.2","2.5","631,303","865,202","992,967","80","50","92","999","999"
"Deaths","04/10/2021","30-49","0.9","0.0",,,,,,,,,"455,598","123,661",,"4","0",,"30","49"
"Hospitalizations","10/08/2022","65-79","6.8","27.6","14.6","0.2","0.5",,,,,,"43,949","43,409","171,395","3","12","25","65","79"
"Deaths","07/29/2023","50-64","3.1","0.0","0.4",,"7.8",,,,,,"32,542","125,729","246,933","1","0","1","50","64"
"Hospitalizations","01/01/2022","18-29","86.3","18.0","9.7","4.8","8.9",,,,,,"135,521","266,118","72,360","117","48","7","18","29"
"Hospitalizations","09/17/2022","5-11","0.0","1.2","0.0","0.0",,,,,,,"95,128","81,802","18,308","0","1","0","5","11"
"Cases","02/12/2022","18-29","216.1","76.5","126.2","2.8","1.7",,,,,,"105,504","222,132","129,112","228","170","163","18","29"
"Hospitalizations","04/01/2023","65-79","12.5","11.5","12.2","1.1","1.0",,,,,,"39,878","43,429","171,712","5","5","21","65","79"
"Hospitalizations","04/24/2021","All","21.6","1.7",,"12.7",,"27.5","1.0",,"27.1",,"1,530,109","593,621",,"330","10",,"999","999"
"Hospitalizations","06/26/2021","50-64","6.3","1.0",,"6.3",,,,,,,"111,605","294,901",,"7","3",,"50","64"
"Deaths","01/28/2023","5-11","0.0","0.0","0.0",,,,,,,,"91,930","81,866","21,179","0","0","0","5","11"
"Cases","03/12/2022","30-49","50.5","16.7","44.0","3.0","1.1",,,,,,"134,617","294,114","317,904","68","49","140","30","49"
"Hospitalizations","07/29/2023","30-49","1.9","0.7","0.3","2.7","6.3",,,,,,"107,515","278,402","347,313","2","2","1","30","49"
"Hospitalizations","09/03/2022","12-17","8.5","0.0","2.3",,"3.7",,,,,,"35,274","86,333","43,599","3","0","1","12","17"
"Cases","09/02/2023","65-79","66.4","50.7","48.9","1.3","1.4",,,,,,"39,162","43,414","171,755","26","22","84","65","79"
"Hospitalizations","07/22/2023","12-17","0.0","0.0","0.0",,,,,,,,"32,134","86,577","44,590","0","0","0","12","17"
"Cases","06/24/2023","80+","24.5","0.0","53.0",,"0.5",,,,,,"24,509","11,383","47,130","6","0","25","80","200"
"Cases","04/08/2023","50-64","77.8","33.4","45.0","2.3","1.7",,,,,,"33,404","125,694","246,895","26","42","111","50","64"
"Hospitalizations","09/03/2022","50-64","42.2","8.0","8.1","5.3","5.2",,,,,,"40,251","125,600","245,831","17","10","20","50","64"
"Hospitalizations","11/27/2021","65-79","104.0","19.6","4.9","5.3","21.2",,,,,,"55,747","122,640","81,384","58","24","4","65","79"
"Deaths","02/18/2023","18-29","0.0","0.0","0.0",,,,,,,,"77,142","213,438","161,646","0","0","0","18","29"
"Deaths","10/22/2022","65-79","2.3","2.3","0.6","1.0","3.8",,,,,,"43,032","43,378","171,472","1","1","1","65","79"
"Deaths","07/10/2021","12-17","0.0","0.0",,,,,,,,,"105,323","53,689",,"0","0",,"12","17"
"Cases","02/04/2023","80+","68.8","105.5","97.6","0.7","0.7",,,,,,"24,721","11,375","47,121","17","12","46","80","200"
"Deaths","11/05/2022","12-17","0.0","0.0","0.0",,,,,,,,"34,344","85,986","44,495","0","0","0","12","17"
"Deaths","06/19/2021","18-29","0.0","0.0",,,,,,,,,"232,120","245,040",,"0","0",,"18","29"
"Hospitalizations","07/01/2023","30-49","0.9","0.0","0.0",,,,,,,,"107,930","278,403","347,308","1","0","0","30","49"
"Cases","09/16/2023","50-64","120.9","35.8","46.2","3.4","2.6",,,,,,"32,248","125,721","246,942","39","45","114","50","64"
"Cases","06/24/2023","18-29","21.5","5.1","5.6","4.2","3.8",,,,,,"74,402","214,137","161,700","16","11","9","18","29"
"Cases","07/15/2023","50-64","18.4","5.6","15.0","3.3","1.2",,,,,,"32,602","125,728","246,933","6","7","37","50","64"
"Hospitalizations","07/16/2022","18-29","12.9","3.3","2.5","3.9","5.2",,,,,,"93,079","214,025","156,874","12","7","4","18","29"
"Cases","11/26/2022","12-17","85.1","18.6","62.9","4.6","1.4",,,,,,"34,061","86,072","44,511","29","16","28","12","17"
"Hospitalizations","10/14/2023","All","5.8","2.3","4.4","2.5","1.3","7.2","3.7","2.8","1.9","2.5","519,565","861,107","1,041,683","30","20","46","999","999"
"Hospitalizations","04/15/2023","30-49","2.7","2.9","1.4","0.9","1.9",,,,,,"109,559","278,257","347,286","3","8","5","30","49"
"Deaths","04/24/2021","12-17","0.0",,,,,,,,,,"170,936",,,"0",,,"12","17"
"Deaths","03/05/2022","5-11","0.9","0.0",,,,,,,,,"105,610","83,554",,"1","0",,"5","11"
"Deaths","03/05/2022","50-64","2.2","0.0","0.0",,,,,,,,"46,352","143,917","219,986","1","0","0","50","64"
"Cases","10/07/2023","65-79","51.8","29.9","53.0","1.7","1.0",,,,,,"38,643","43,457","171,823","20","13","91","65","79"
"Cases","12/10/2022","30-49","285.1","123.1","157.0","2.3","1.8",,,,,,"114,339","276,994","347,125","326","341","545","30","49"
"Deaths","09/23/2023","5-11","0.0","0.0","0.0",,,,,,,,"89,403","82,669","21,266","0","0","0","5","11"
"Cases","10/21/2023","50-64","90.0","31.0","34.4","2.9","2.6",,,,,,"31,095","125,782","247,254","28","39","85","50","64"
"Deaths","02/18/2023","12-17","0.0","0.0","0.0",,,,,,,,"33,231","86,353","44,558","0","0","0","12","17"
"Deaths","07/01/2023","12-17","0.0","0.0","0.0",,,,,,,,"32,274","86,578","44,588","0","0","0","12","17"
"Cases","09/09/2023","50-64","102.3","44.5","57.5","2.3","1.8",,,,,,"32,271","125,723","246,940","33","56","142","50","64"
"Cases","05/13/2023","80+","28.5","52.7","78.5","0.5","0.4",,,,,,"24,575","11,384","47,128","7","6","37","80","200"
"Deaths","04/24/2021","65-79","14.4","0.0",,,,,,,,,"90,355","140,945",,"13","0",,"65","79"
"Cases","01/29/2022","50-64","547.3","173.2","175.0","3.2","3.1",,,,,,"49,696","165,132","193,153","272","286","338","50","64"
"Cases","01/15/2022","80+","986.3","1,032.4","477.3","1.0","2.1",,,,,,"27,679","18,306","38,129","273","189","182","80","200"
"Deaths","11/11/2023","All","0.2","0.0","0.3",,"0.7","0.3","0.0","0.2",,"1.3","509,670","862,682","1,045,972","1","0","3","999","999"
"Cases","06/04/2022","65-79","198.1","130.6","194.0","1.5","1.0",,,,,,"46,947","47,490","165,480","93","62","321","65","79"
"Deaths","07/16/2022","18-29","0.0","0.0","0.0",,,,,,,,"93,079","214,025","156,874","0","0","0","18","29"
"Cases","12/03/2022","80+","180.2","369.2","246.3","0.5","0.7",,,,,,"24,971","11,375","47,102","45","42","116","80","200"
"Hospitalizations","04/10/2021","50-64","53.1","2.5",,"21.2",,,,,,,"207,234","80,426",,"110","2",,"50","64"
"Deaths","05/08/2021","30-49","1.4","0.0",,,,,,,,,"350,842","287,155",,"5","0",,"30","49"
"Hospitalizations","07/08/2023","30-49","0.9","0.4","0.0","2.3",,,,,,,"107,855","278,403","347,309","1","1","0","30","49"
"Deaths","10/09/2021","65-79","16.3","0.0",,,,,,,,,"61,521","191,460",,"10","0",,"65","79"
"Cases","10/16/2021","18-29","146.3","55.7",,"2.6",,,,,,,"170,186","312,457",,"249","174",,"18","29"
"Cases","09/04/2021","All","196.4","75.6",,"2.6",,"215.4","61.6",,"3.5",,"1,059,836","1,462,025",,"2,081","1,105",,"999","999"
"Cases","06/25/2022","30-49","339.4","163.5","301.3","2.1","1.1",,,,,,"128,154","281,330","338,834","435","460","1,021","30","49"
"Deaths","12/17/2022","65-79","0.0","2.3","0.0","0.0",,,,,,,"40,932","43,361","171,648","0","1","0","65","79"
"Cases","11/06/2021","50-64","241.3","60.6","35.8","4.0","6.7",,,,,,"70,859","318,525","25,135","171","193","9","50","64"
"Hospitalizations","02/25/2023","50-64","38.4","11.1","6.1","3.5","6.3",,,,,,"33,861","125,587","246,869","13","14","15","50","64"
"Cases","01/21/2023","50-64","235.5","82.1","104.1","2.9","2.3",,,,,,"34,398","125,483","246,834","81","103","257","50","64"
"Cases","06/24/2023","5-11","6.6","0.0","0.0",,,,,,,,"90,346","82,675","21,251","6","0","0","5","11"
"Cases","09/17/2022","All","135.9","77.4","121.7","1.8","1.1","156.9","79.0","117.5","2.0","1.3","599,179","840,837","1,035,714","814","651","1,260","999","999"
"Hospitalizations","03/26/2022","All","2.7","1.7","1.6","1.6","1.7","3.5","2.0","1.0","1.7","3.4","659,972","904,268","925,908","18","15","15","999","999"
"Cases","12/10/2022","18-29","254.7","78.5","112.0","3.2","2.3",,,,,,"80,480","212,671","161,589","205","167","181","18","29"
"Cases","11/05/2022","All","160.6","81.3","115.8","2.0","1.4","191.9","82.4","105.3","2.3","1.8","573,510","847,144","1,039,435","921","689","1,204","999","999"
"Hospitalizations","10/09/2021","18-29","5.8","0.0",,,,,,,,,"172,892","311,257",,"10","0",,"18","29"
"Deaths","04/17/2021","65-79","7.4","0.0",,,,,,,,,"94,416","124,678",,"7","0",,"65","79"
"Cases","08/14/2021","12-17","170.1","38.6",,"4.4",,,,,,,"85,815","69,935",,"146","27",,"12","17"
"Deaths","11/06/2021","18-29","0.0","0.0","0.0",,,,,,,,"162,718","313,731","10,229","0","0","0","18","29"
"Cases","05/15/2021","65-79","118.5","14.4",,"8.2",,,,,,,"81,874","166,358",,"97","24",,"65","79"
"Deaths","04/01/2023","65-79","5.0","2.3","0.0","2.2",,,,,,,"39,878","43,429","171,712","2","1","0","65","79"
"Cases","07/16/2022","50-64","520.2","193.3","270.4","2.7","1.9",,,,,,"41,521","128,806","241,470","216","249","653","50","64"
"Hospitalizations","05/28/2022","5-11","1.0","0.0","0.0",,,,,,,,"100,718","94,665","418","1","0","0","5","11"
"Hospitalizations","01/14/2023","65-79","54.4","34.6","25.0","1.6","2.2",,,,,,"40,444","43,375","171,679","22","15","43","65","79"
"Cases","01/22/2022","50-64","1,057.4","410.5","333.2","2.6","3.2",,,,,,"51,071","174,412","182,773","540","716","609","50","64"
"Deaths","07/24/2021","65-79","4.3","0.0",,,,,,,,,"70,306","191,132",,"3","0",,"65","79"
"Deaths","08/06/2022","80+","7.6","8.5","2.1","0.9","3.6",,,,,,"26,292","11,735","46,545","2","1","1","80","200"
"Hospitalizations","06/26/2021","65-79","5.5","0.5",,"11.0",,,,,,,"73,343","186,066",,"4","1",,"65","79"
"Cases","04/02/2022","30-49","91.2","49.9","142.8","1.8","0.6",,,,,,"132,699","290,611","324,980","121","145","464","30","49"
"Cases","01/28/2023","18-29","125.9","49.2","58.8","2.6","2.1",,,,,,"77,858","213,199","161,636","98","105","95","18","29"
"Hospitalizations","06/17/2023","12-17","0.0","0.0","0.0",,,,,,,,"32,372","86,577","44,586","0","0","0","12","17"
"Deaths","03/19/2022","80+","7.4","21.2","0.0","0.3",,,,,,,"27,097","14,172","42,943","2","3","0","80","200"
"Deaths","12/17/2022","50-64","0.0","0.8","0.0","0.0",,,,,,,"35,269","125,391","246,772","0","1","0","50","64"
"Hospitalizations","05/29/2021","65-79","39.8","4.6",,"8.7",,,,,,,"77,839","175,452",,"31","8",,"65","79"
"Deaths","10/09/2021","18-29","0.0","0.0",,,,,,,,,"172,892","311,257",,"0","0",,"18","29"
"Hospitalizations","06/24/2023","12-17","0.0","0.0","0.0",,,,,,,,"32,320","86,578","44,587","0","0","0","12","17"
"Hospitalizations","05/07/2022","12-17","2.7","0.0","0.0",,,,,,,,"37,479","94,246","33,698","1","0","0","12","17"
"Deaths","02/05/2022","5-11","0.0","0.0",,,,,,,,,"112,371","63,443",,"0","0",,"5","11"
"Deaths","01/28/2023","80+","4.0","8.8","2.1","0.5","1.9",,,,,,"24,736","11,376","47,117","1","1","1","80","200"
"Cases","07/22/2023","50-64","58.3","9.5","16.2","6.1","3.6",,,,,,"32,565","125,729","246,933","19","12","40","50","64"
"Hospitalizations","01/21/2023","12-17","0.0","1.2","0.0","0.0",,,,,,,"33,470","86,275","44,545","0","1","0","12","17"
"Hospitalizations","07/30/2022","65-79","43.5","28.9","18.3","1.5","2.4",,,,,,"45,965","45,025","169,088","20","13","31","65","79"
"Hospitalizations","10/09/2021","50-64","37.4","2.4",,"15.6",,,,,,,"77,460","331,279",,"29","8",,"50","64"
"Cases","10/23/2021","All","123.7","51.4","16.1","2.4","7.7","139.8","41.5","14.0","3.4","10.0","978,761","1,496,643","68,441","1,211","769","11","999","999"
"Deaths","01/28/2023","50-64","2.9","0.0","0.8",,"3.6",,,,,,"34,286","125,502","246,842","1","0","2","50","64"
"Cases","05/27/2023","30-49","25.8","9.0","14.7","2.9","1.8",,,,,,"108,550","278,401","347,299","28","25","51","30","49"
"Deaths","08/07/2021","All","1.4","0.2",,"7.0",,"1.8","0.2",,"10.6",,"1,127,960","1,412,725",,"16","3",,"999","999"
"Cases","02/11/2023","18-29","143.5","52.0","72.4","2.8","2.0",,,,,,"77,378","213,351","161,644","111","111","117","18","29"
"Hospitalizations","01/21/2023","65-79","42.1","18.4","19.8","2.3","2.1",,,,,,"40,373","43,379","171,682","17","8","34","65","79"
"Deaths","03/19/2022","50-64","2.2","0.0","0.0",,,,,,,,"45,704","140,906","224,298","1","0","0","50","64"
"Cases","08/21/2021","All","186.8","89.4",,"2.1",,"212.1","72.5",,"2.9",,"1,093,280","1,437,082",,"2,042","1,285",,"999","999"
"Deaths","03/11/2023","65-79","0.0","0.0","0.0",,,,,,,,"40,003","43,418","171,704","0","0","0","65","79"
"Cases","12/18/2021","5-11","719.2","187.4",,"3.8",,,,,,,"147,394","24,009",,"1,060","45",,"5","11"
"Cases","06/04/2022","All","285.1","187.5","302.3","1.5","0.9","327.2","175.5","296.6","1.9","1.1","641,809","878,533","974,045","1,830","1,647","2,945","999","999"
"Deaths","01/08/2022","30-49","6.2","0.8","0.0","7.8",,,,,,,"161,589","361,224","223,160","10","3","0","30","49"
"Hospitalizations","01/28/2023","30-49","7.2","2.5","2.6","2.9","2.8",,,,,,"111,793","277,548","347,231","8","7","9","30","49"
"Cases","12/10/2022","80+","224.7","395.7","329.1","0.6","0.7",,,,,,"24,925","11,373","47,104","56","45","155","80","200"
"Deaths","08/05/2023","80+","0.0","0.0","0.0",,,,,,,,"24,475","11,382","47,131","0","0","0","80","200"
"Deaths","05/27/2023","80+","0.0","0.0","0.0",,,,,,,,"24,542","11,384","47,129","0","0","0","80","200"
"Hospitalizations","10/08/2022","12-17","2.9","0.0","0.0",,,,,,,,"34,773","85,834","44,443","1","0","0","12","17"
"Hospitalizations","09/02/2023","18-29","2.7","0.5","0.6","5.4","4.5",,,,,,"73,298","214,129","161,722","2","1","1","18","29"
"Deaths","01/29/2022","All","10.5","4.0","2.8","2.6","3.8","14.0","5.8","1.6","2.4","8.5","707,592","954,511","779,977","74","38","22","999","999"
"Hospitalizations","09/25/2021","12-17","4.3","0.0",,,,,,,,,"69,960","90,234",,"3","0",,"12","17"
"Cases","03/25/2023","80+","56.8","123.0","129.4","0.5","0.4",,,,,,"24,648","11,381","47,126","14","14","61","80","200"
"Deaths","06/10/2023","12-17","0.0","0.0","0.0",,,,,,,,"32,409","86,579","44,583","0","0","0","12","17"
"Cases","03/05/2022","5-11","58.7","71.8",,"0.8",,,,,,,"105,610","83,554",,"62","60",,"5","11"
"Cases","11/04/2023","18-29","82.1","15.3","17.9","5.4","4.6",,,,,,"69,457","215,124","162,370","57","33","29","18","29"
"Cases","08/27/2022","80+","125.9","251.5","241.3","0.5","0.5",,,,,,"26,217","11,529","46,830","33","29","113","80","200"
"Deaths","06/04/2022","30-49","0.0","0.0","0.0",,,,,,,,"129,048","283,039","336,241","0","0","0","30","49"
"Deaths","05/28/2022","80+","7.5","7.8","0.0","1.0",,,,,,,"26,624","12,774","45,035","2","1","0","80","200"
"Hospitalizations","11/19/2022","80+","47.8","114.4","65.8","0.4","0.7",,,,,,"25,083","11,368","47,093","12","13","31","80","200"
"Hospitalizations","08/28/2021","30-49","21.4","0.8",,"26.8",,,,,,,"243,499","512,355",,"52","4",,"30","49"
"Deaths","05/21/2022","30-49","0.0","0.0","0.0",,,,,,,,"129,750","284,685","334,000","0","0","0","30","49"
"Hospitalizations","10/15/2022","30-49","8.3","4.0","1.7","2.1","4.9",,,,,,"119,967","276,252","346,982","10","11","6","30","49"
"Cases","08/26/2023","50-64","114.4","39.0","52.6","2.9","2.2",,,,,,"32,353","125,723","246,939","37","49","130","50","64"
"Hospitalizations","06/17/2023","All","1.9","0.5","1.2","3.8","1.6","2.2","0.5","0.7","4.2","3.0","533,523","860,344","1,040,706","10","4","12","999","999"
"Deaths","03/05/2022","18-29","0.0","0.0","0.0",,,,,,,,"101,225","221,226","139,795","0","0","0","18","29"
"Cases","08/20/2022","12-17","115.6","72.8","71.8","1.6","1.6",,,,,,"35,466","87,908","41,807","41","64","30","12","17"
"Cases","03/05/2022","18-29","50.4","22.1","45.8","2.3","1.1",,,,,,"101,225","221,226","139,795","51","49","64","18","29"
"Hospitalizations","01/29/2022","All","28.0","14.1","10.8","2.0","2.6","38.0","17.3","6.8","2.2","5.6","707,592","954,511","779,977","198","135","84","999","999"
"Hospitalizations","06/10/2023","50-64","9.1","1.6","1.6","5.7","5.7",,,,,,"32,808","125,744","246,916","3","2","4","50","64"
"Hospitalizations","08/28/2021","All","19.1","3.9",,"4.9",,"27.0","2.9",,"9.4",,"1,076,102","1,450,111",,"205","56",,"999","999"
"Hospitalizations","09/02/2023","30-49","2.8","1.1","2.0","2.5","1.4",,,,,,"106,946","278,397","347,321","3","3","7","30","49"
"Deaths","07/30/2022","50-64","4.9","0.0","0.0",,,,,,,,"41,078","127,792","242,873","2","0","0","50","64"
"Deaths","05/06/2023","50-64","0.0","0.0","0.0",,,,,,,,"33,091","125,743","246,908","0","0","0","50","64"
"Hospitalizations","06/04/2022","5-11","1.0","0.0","0.0",,,,,,,,"100,456","94,553","895","1","0","0","5","11"
"Deaths","04/08/2023","18-29","0.0","0.0","0.0",,,,,,,,"75,926","213,911","161,680","0","0","0","18","29"
"Cases","11/20/2021","12-17","435.8","52.9",,"8.2",,,,,,,"60,117","103,905",,"262","55",,"12","17"
"Cases","12/04/2021","5-11","393.0","0.0",,,,,,,,,"156,736","13",,"616","0",,"5","11"
"Cases","02/11/2023","12-17","198.2","103.1","112.2","1.9","1.8",,,,,,"33,305","86,332","44,556","66","89","50","12","17"
"Cases","04/10/2021","All","252.1","24.5",,"10.3",,"252.8","21.1",,"12.0",,"1,707,958","396,727",,"4,305","97",,"999","999"
"Hospitalizations","08/05/2023","All","3.0","1.2","2.6","2.5","1.2","3.6","2.2","1.8","1.6","2.0","529,533","860,315","1,040,778","16","10","27","999","999"
"Hospitalizations","08/05/2023","30-49","0.9","0.0","1.7",,"0.5",,,,,,"107,409","278,402","347,313","1","0","6","30","49"
"Hospitalizations","07/08/2023","50-64","0.0","3.2","0.4","0.0","0.0",,,,,,"32,640","125,730","246,931","0","4","1","50","64"
"Deaths","09/10/2022","65-79","2.2","4.6","0.6","0.5","3.7",,,,,,"45,457","43,539","171,141","1","2","1","65","79"
"Hospitalizations","07/02/2022","80+","52.9","57.5","54.5","0.9","1.0",,,,,,"26,451","12,179","45,911","14","7","25","80","200"
"Cases","10/23/2021","30-49","156.0","63.3","17.4","2.5","9.0",,,,,,"207,114","534,216","17,244","323","338","3","30","49"
"Deaths","05/29/2021","12-17","0.0","0.0",,,,,,,,,"128,173","8,885",,"0","0",,"12","17"
"Hospitalizations","05/14/2022","5-11","1.0","0.0",,,,,,,,,"101,446","94,072",,"1","0",,"5","11"
"Cases","01/15/2022","All","1,213.5","830.7","664.0","1.5","1.8","1,352.9","808.7","575.1","1.7","2.4","745,375","1,023,963","685,691","9,045","8,506","4,553","999","999"
"Cases","06/11/2022","5-11","276.5","309.2","112.9","0.9","2.4",,,,,,"100,172","93,140","2,658","277","288","3","5","11"
"Cases","10/07/2023","50-64","60.0","15.9","31.6","3.8","1.9",,,,,,"31,672","125,732","247,019","19","20","78","50","64"
"Cases","09/02/2023","50-64","123.8","27.0","55.5","4.6","2.2",,,,,,"32,314","125,722","246,940","40","34","137","50","64"
